;concept:name;lifecycle:transition;time:timestamp;case:concept:name;concept:resource;concept:instance
21867;Elaborar caso de teste;complete;2025-10-08 09:07:56.751000+00:00;Demanda 0547;re12;14
21868;Executar teste;begin;2025-10-08 17:19:07.751000+00:00;Demanda 0547;re13;15
21869;Executar teste;complete;2025-10-08 09:19:07.751000+00:00;Demanda 0547;re13;15
21870;Gestao da demanda;begin;2025-10-07 13:19:09.751000+00:00;Demanda 0547;re12;16
21871;Gestao da demanda;complete;2025-10-07 17:19:09.751000+00:00;Demanda 0547;re12;16
21872;Contagem de ponto de funcao;begin;2025-10-07 16:46:08.751000+00:00;Demanda 0547;re13;17
21873;Contagem de ponto de funcao;complete;2025-10-07 17:46:08.751000+00:00;Demanda 0547;re13;17
21874;Contagem de ponto de funcao;begin;2025-10-07 09:54:55.751000+00:00;Demanda 0547;re13;18
21875;Contagem de ponto de funcao;complete;2025-10-07 17:54:55.751000+00:00;Demanda 0547;re13;18
21876;Review da entrega;begin;2025-10-07 17:09:06.751000+00:00;Demanda 0547;re12;19
21877;Review da entrega;complete;2025-10-07 18:09:06.751000+00:00;Demanda 0547;re12;19
21878;Atualizacao de requisitos funcionais;begin;2025-10-07 06:41:43.751000+00:00;Demanda 0547;re13;20
21879;Atualizacao de requisitos funcionais;complete;2025-10-07 14:41:43.751000+00:00;Demanda 0547;re13;20
21880;Documentacao de requisitos funcionais;begin;2025-10-06 18:36:34.751000+00:00;Demanda 0548;re13;1
21881;Documentacao de requisitos funcionais;complete;2025-10-07 10:36:34.751000+00:00;Demanda 0548;re13;1
21882;Contagem de ponto de funcao;begin;2025-10-07 02:51:04.751000+00:00;Demanda 0548;re12;2
21883;Contagem de ponto de funcao;complete;2025-10-07 10:51:04.751000+00:00;Demanda 0548;re12;2
21884;Contagem de ponto de funcao;begin;2025-10-07 06:52:09.751000+00:00;Demanda 0548;re12;3
21885;Contagem de ponto de funcao;complete;2025-10-07 10:52:09.751000+00:00;Demanda 0548;re12;3
21886;Publicar solucao;begin;2025-10-07 10:06:17.751000+00:00;Demanda 0548;re13;4
21887;Publicar solucao;complete;2025-10-07 11:06:17.751000+00:00;Demanda 0548;re13;4
21888;Corrigir erro;begin;2025-10-07 03:07:18.751000+00:00;Demanda 0548;re12;5
21889;Corrigir erro;complete;2025-10-07 11:07:18.751000+00:00;Demanda 0548;re12;5
21890;Construcao de funcionalidade;begin;2025-10-07 03:07:34.751000+00:00;Demanda 0548;re13;6
21891;Construcao de funcionalidade;complete;2025-10-07 11:07:34.751000+00:00;Demanda 0548;re13;6
21892;Contagem de ponto de funcao;begin;2025-10-07 10:08:56.751000+00:00;Demanda 0548;re13;7
21893;Contagem de ponto de funcao;complete;2025-10-07 11:08:56.751000+00:00;Demanda 0548;re13;7
21894;Contagem de ponto de funcao;begin;2025-10-07 10:37:35.751000+00:00;Demanda 0548;re12;8
21895;Contagem de ponto de funcao;complete;2025-10-07 11:37:35.751000+00:00;Demanda 0548;re12;8
21896;Planejamento de entrega;begin;2025-10-07 06:02:55.751000+00:00;Demanda 0548;re13;9
21897;Planejamento de entrega;complete;2025-10-07 12:02:55.751000+00:00;Demanda 0548;re13;9
21898;Manutencao de funcionalidade;begin;2025-10-06 20:42:09.751000+00:00;Demanda 0548;re13;10
21899;Manutencao de funcionalidade;complete;2025-10-07 12:42:09.751000+00:00;Demanda 0548;re13;10
21900;Publicar solucao;begin;2025-10-07 11:01:44.751000+00:00;Demanda 0548;re13;11
21901;Publicar solucao;complete;2025-10-07 13:01:44.751000+00:00;Demanda 0548;re13;11
21902;Contagem de ponto de funcao;begin;2025-10-07 11:09:26.751000+00:00;Demanda 0548;re13;12
21903;Contagem de ponto de funcao;complete;2025-10-07 13:09:26.751000+00:00;Demanda 0548;re13;12
21904;Contagem de ponto de funcao;begin;2025-10-07 09:15:52.751000+00:00;Demanda 0548;re13;13
21905;Contagem de ponto de funcao;complete;2025-10-07 13:15:52.751000+00:00;Demanda 0548;re13;13
21906;Elaborar caso de teste;begin;2025-10-07 19:22:23.751000+00:00;Demanda 0548;re12;14
21907;Elaborar caso de teste;complete;2025-10-08 05:22:23.751000+00:00;Demanda 0548;re12;14
21908;Executar teste;begin;2025-10-08 13:35:24.751000+00:00;Demanda 0548;re12;15
21909;Executar teste;complete;2025-10-08 03:35:24.751000+00:00;Demanda 0548;re12;15
21910;Review da entrega;begin;2025-10-07 07:50:14.751000+00:00;Demanda 0548;re12;16
21911;Review da entrega;complete;2025-10-07 13:50:14.751000+00:00;Demanda 0548;re12;16
21912;Contagem de ponto de funcao;begin;2025-10-07 11:53:09.751000+00:00;Demanda 0548;re12;17
21913;Contagem de ponto de funcao;complete;2025-10-07 13:53:09.751000+00:00;Demanda 0548;re12;17
21914;Contagem de ponto de funcao;begin;2025-10-07 09:53:19.751000+00:00;Demanda 0548;re13;18
21915;Contagem de ponto de funcao;complete;2025-10-07 13:53:19.751000+00:00;Demanda 0548;re13;18
21916;Gestao da demanda;begin;2025-10-07 10:03:09.751000+00:00;Demanda 0548;re13;19
21917;Gestao da demanda;complete;2025-10-07 14:03:09.751000+00:00;Demanda 0548;re13;19
21918;Atualizacao de requisitos funcionais;begin;2025-10-07 06:27:44.751000+00:00;Demanda 0548;re13;20
21919;Atualizacao de requisitos funcionais;complete;2025-10-07 10:27:44.751000+00:00;Demanda 0548;re13;20
21920;Documentacao de requisitos funcionais;begin;2025-10-07 04:59:08.751000+00:00;Demanda 0549;re6;1
21921;Documentacao de requisitos funcionais;complete;2025-10-07 06:59:08.751000+00:00;Demanda 0549;re6;1
21922;Contagem de ponto de funcao;begin;2025-10-06 23:11:19.751000+00:00;Demanda 0549;re6;2
21923;Contagem de ponto de funcao;complete;2025-10-07 07:11:19.751000+00:00;Demanda 0549;re6;2
21924;Contagem de ponto de funcao;begin;2025-10-07 05:18:10.751000+00:00;Demanda 0549;re5;3
21925;Contagem de ponto de funcao;complete;2025-10-07 07:18:10.751000+00:00;Demanda 0549;re5;3
21926;Publicar solucao;begin;2025-10-07 06:35:18.751000+00:00;Demanda 0549;re6;4
21927;Publicar solucao;complete;2025-10-07 07:35:18.751000+00:00;Demanda 0549;re6;4
21928;Corrigir erro;begin;2025-10-07 05:53:43.751000+00:00;Demanda 0549;re9;5
21929;Corrigir erro;complete;2025-10-07 07:53:43.751000+00:00;Demanda 0549;re9;5
21930;Construcao de funcionalidade;begin;2025-10-06 16:17:09.751000+00:00;Demanda 0549;re9;6
21931;Construcao de funcionalidade;complete;2025-10-07 08:17:09.751000+00:00;Demanda 0549;re9;6
21932;Contagem de ponto de funcao;begin;2025-10-07 07:17:57.751000+00:00;Demanda 0549;re8;7
21933;Contagem de ponto de funcao;complete;2025-10-07 08:17:57.751000+00:00;Demanda 0549;re8;7
21934;Contagem de ponto de funcao;begin;2025-10-07 04:17:59.751000+00:00;Demanda 0549;re8;8
21935;Contagem de ponto de funcao;complete;2025-10-07 08:17:59.751000+00:00;Demanda 0549;re8;8
21936;Planejamento de entrega;begin;2025-10-07 02:35:05.751000+00:00;Demanda 0549;re8;9
21937;Planejamento de entrega;complete;2025-10-07 08:35:05.751000+00:00;Demanda 0549;re8;9
21938;Manutencao de funcionalidade;begin;2025-10-06 08:40:07.751000+00:00;Demanda 0549;re5;10
21939;Manutencao de funcionalidade;complete;2025-10-07 08:40:07.751000+00:00;Demanda 0549;re5;10
21940;Publicar solucao;begin;2025-10-07 02:49:15.751000+00:00;Demanda 0549;re5;11
21941;Publicar solucao;complete;2025-10-07 08:49:15.751000+00:00;Demanda 0549;re5;11
21942;Contagem de ponto de funcao;begin;2025-10-07 07:11:20.751000+00:00;Demanda 0549;re8;12
21943;Contagem de ponto de funcao;complete;2025-10-07 09:11:20.751000+00:00;Demanda 0549;re8;12
21944;Contagem de ponto de funcao;begin;2025-10-07 08:15:25.751000+00:00;Demanda 0549;re6;13
21945;Contagem de ponto de funcao;complete;2025-10-07 09:15:25.751000+00:00;Demanda 0549;re6;13
21946;Elaborar caso de teste;begin;2025-10-07 15:20:32.751000+00:00;Demanda 0549;re9;14
21947;Elaborar caso de teste;complete;2025-10-08 09:20:32.751000+00:00;Demanda 0549;re9;14
21948;Executar teste;begin;2025-10-08 09:27:20.751000+00:00;Demanda 0549;re7;15
21949;Executar teste;complete;2025-10-08 05:27:20.751000+00:00;Demanda 0549;re7;15
21950;Gestao da demanda;begin;2025-10-07 01:47:29.751000+00:00;Demanda 0549;re9;16
21951;Gestao da demanda;complete;2025-10-07 09:47:29.751000+00:00;Demanda 0549;re9;16
21952;Contagem de ponto de funcao;begin;2025-10-07 07:54:32.751000+00:00;Demanda 0549;re8;17
21953;Contagem de ponto de funcao;complete;2025-10-07 09:54:32.751000+00:00;Demanda 0549;re8;17
21954;Contagem de ponto de funcao;begin;2025-10-07 08:01:32.751000+00:00;Demanda 0549;re9;18
21955;Contagem de ponto de funcao;complete;2025-10-07 10:01:32.751000+00:00;Demanda 0549;re9;18
21956;Review da entrega;begin;2025-10-07 08:07:08.751000+00:00;Demanda 0549;re5;19
21957;Review da entrega;complete;2025-10-07 10:07:08.751000+00:00;Demanda 0549;re5;19
21958;Atualizacao de requisitos funcionais;begin;2025-10-06 14:19:37.751000+00:00;Demanda 0549;re8;20
21959;Atualizacao de requisitos funcionais;complete;2025-10-07 06:19:37.751000+00:00;Demanda 0549;re8;20
21960;Documentacao de requisitos funcionais;begin;2025-10-06 22:39:37.751000+00:00;Demanda 0550;re1;1
21961;Documentacao de requisitos funcionais;complete;2025-10-07 02:39:37.751000+00:00;Demanda 0550;re1;1
21962;Contagem de ponto de funcao;begin;2025-10-07 01:58:39.751000+00:00;Demanda 0550;re2;2
21963;Contagem de ponto de funcao;complete;2025-10-07 02:58:39.751000+00:00;Demanda 0550;re2;2
21964;Contagem de ponto de funcao;begin;2025-10-06 19:01:59.751000+00:00;Demanda 0550;re2;3
21965;Contagem de ponto de funcao;complete;2025-10-07 03:01:59.751000+00:00;Demanda 0550;re2;3
21966;Publicar solucao;begin;2025-10-07 02:12:15.751000+00:00;Demanda 0550;re14;4
21967;Publicar solucao;complete;2025-10-07 03:12:15.751000+00:00;Demanda 0550;re14;4
21968;Corrigir erro;begin;2025-10-07 01:24:41.751000+00:00;Demanda 0550;re2;5
21969;Corrigir erro;complete;2025-10-07 03:24:41.751000+00:00;Demanda 0550;re2;5
21970;Manutencao de funcionalidade;begin;2025-10-06 23:55:52.751000+00:00;Demanda 0550;re2;6
21971;Manutencao de funcionalidade;complete;2025-10-07 03:55:52.751000+00:00;Demanda 0550;re2;6
21972;Contagem de ponto de funcao;begin;2025-10-07 01:57:02.751000+00:00;Demanda 0550;re14;7
21973;Contagem de ponto de funcao;complete;2025-10-07 03:57:02.751000+00:00;Demanda 0550;re14;7
21974;Contagem de ponto de funcao;begin;2025-10-07 02:10:14.751000+00:00;Demanda 0550;re14;8
21975;Contagem de ponto de funcao;complete;2025-10-07 04:10:14.751000+00:00;Demanda 0550;re14;8
21976;Planejamento de entrega;begin;2025-10-06 22:21:13.751000+00:00;Demanda 0550;re2;9
21977;Planejamento de entrega;complete;2025-10-07 04:21:13.751000+00:00;Demanda 0550;re2;9
21978;Construcao de funcionalidade;begin;2025-10-07 00:25:07.751000+00:00;Demanda 0550;re1;10
21979;Construcao de funcionalidade;complete;2025-10-07 04:25:07.751000+00:00;Demanda 0550;re1;10
21980;Publicar solucao;begin;2025-10-06 22:38:10.751000+00:00;Demanda 0550;re2;11
21981;Publicar solucao;complete;2025-10-07 04:38:10.751000+00:00;Demanda 0550;re2;11
21982;Contagem de ponto de funcao;begin;2025-10-07 02:49:31.751000+00:00;Demanda 0550;re2;12
21983;Contagem de ponto de funcao;complete;2025-10-07 04:49:31.751000+00:00;Demanda 0550;re2;12
21984;Contagem de ponto de funcao;begin;2025-10-07 03:02:13.751000+00:00;Demanda 0550;re2;13
21985;Contagem de ponto de funcao;complete;2025-10-07 05:02:13.751000+00:00;Demanda 0550;re2;13
21986;Elaborar caso de teste;begin;2025-10-07 11:18:38.751000+00:00;Demanda 0550;re1;14
21987;Elaborar caso de teste;complete;2025-10-07 21:18:38.751000+00:00;Demanda 0550;re1;14
21988;Executar teste;begin;2025-10-08 05:23:28.751000+00:00;Demanda 0550;re1;15
21989;Executar teste;complete;2025-10-07 21:23:28.751000+00:00;Demanda 0550;re1;15
21990;Gestao da demanda;begin;2025-10-07 03:24:07.751000+00:00;Demanda 0550;re1;16
21991;Gestao da demanda;complete;2025-10-07 05:24:07.751000+00:00;Demanda 0550;re1;16
21992;Contagem de ponto de funcao;begin;2025-10-07 04:33:16.751000+00:00;Demanda 0550;re2;17
21993;Contagem de ponto de funcao;complete;2025-10-07 05:33:16.751000+00:00;Demanda 0550;re2;17
21994;Contagem de ponto de funcao;begin;2025-10-07 03:46:09.751000+00:00;Demanda 0550;re2;18
21995;Contagem de ponto de funcao;complete;2025-10-07 05:46:09.751000+00:00;Demanda 0550;re2;18
21996;Review da entrega;begin;2025-10-07 00:06:28.751000+00:00;Demanda 0550;re1;19
21997;Review da entrega;complete;2025-10-07 06:06:28.751000+00:00;Demanda 0550;re1;19
21998;Atualizacao de requisitos funcionais;begin;2025-10-07 00:30:37.751000+00:00;Demanda 0550;re2;20
21999;Atualizacao de requisitos funcionais;complete;2025-10-07 02:30:37.751000+00:00;Demanda 0550;re2;20
22000;Documentacao de requisitos funcionais;begin;2025-10-06 20:42:09.751000+00:00;Demanda 0551;re11;1
22001;Documentacao de requisitos funcionais;complete;2025-10-06 22:42:09.751000+00:00;Demanda 0551;re11;1
22002;Contagem de ponto de funcao;begin;2025-10-06 21:44:57.751000+00:00;Demanda 0551;re11;2
22003;Contagem de ponto de funcao;complete;2025-10-06 22:44:57.751000+00:00;Demanda 0551;re11;2
22004;Contagem de ponto de funcao;begin;2025-10-06 14:50:57.751000+00:00;Demanda 0551;re10;3
22005;Contagem de ponto de funcao;complete;2025-10-06 22:50:57.751000+00:00;Demanda 0551;re10;3
22006;Publicar solucao;begin;2025-10-06 21:38:28.751000+00:00;Demanda 0551;re10;4
22007;Publicar solucao;complete;2025-10-06 23:38:28.751000+00:00;Demanda 0551;re10;4
22008;Corrigir erro;begin;2025-10-06 21:44:42.751000+00:00;Demanda 0551;re11;5
22009;Corrigir erro;complete;2025-10-06 23:44:42.751000+00:00;Demanda 0551;re11;5
22010;Manutencao de funcionalidade;begin;2025-10-06 07:55:25.751000+00:00;Demanda 0551;re10;6
22011;Manutencao de funcionalidade;complete;2025-10-06 23:55:25.751000+00:00;Demanda 0551;re10;6
22012;Contagem de ponto de funcao;begin;2025-10-06 22:11:50.751000+00:00;Demanda 0551;re10;7
22013;Contagem de ponto de funcao;complete;2025-10-07 00:11:50.751000+00:00;Demanda 0551;re10;7
22014;Contagem de ponto de funcao;begin;2025-10-06 22:15:29.751000+00:00;Demanda 0551;re10;8
22015;Contagem de ponto de funcao;complete;2025-10-07 00:15:29.751000+00:00;Demanda 0551;re10;8
22016;Planejamento de entrega;begin;2025-10-06 23:47:11.751000+00:00;Demanda 0551;re10;9
22017;Planejamento de entrega;complete;2025-10-07 00:47:11.751000+00:00;Demanda 0551;re10;9
22018;Construcao de funcionalidade;begin;2025-10-06 16:59:17.751000+00:00;Demanda 0551;re11;10
22019;Construcao de funcionalidade;complete;2025-10-07 00:59:17.751000+00:00;Demanda 0551;re11;10
22020;Publicar solucao;begin;2025-10-07 00:18:26.751000+00:00;Demanda 0551;re7;11
22021;Publicar solucao;complete;2025-10-07 01:18:26.751000+00:00;Demanda 0551;re7;11
22022;Contagem de ponto de funcao;begin;2025-10-06 23:23:28.751000+00:00;Demanda 0551;re7;12
22023;Contagem de ponto de funcao;complete;2025-10-07 01:23:28.751000+00:00;Demanda 0551;re7;12
22024;Contagem de ponto de funcao;begin;2025-10-06 17:25:18.751000+00:00;Demanda 0551;re11;13
22025;Contagem de ponto de funcao;complete;2025-10-07 01:25:18.751000+00:00;Demanda 0551;re11;13
22026;Elaborar caso de teste;begin;2025-10-07 07:29:34.751000+00:00;Demanda 0551;re11;14
22027;Elaborar caso de teste;complete;2025-10-08 01:29:34.751000+00:00;Demanda 0551;re11;14
22028;Executar teste;begin;2025-10-08 01:36:44.751000+00:00;Demanda 0551;re11;15
22029;Executar teste;complete;2025-10-07 21:36:44.751000+00:00;Demanda 0551;re11;15
22030;Review da entrega;begin;2025-10-07 00:47:03.751000+00:00;Demanda 0551;re11;16
22031;Review da entrega;complete;2025-10-07 01:47:03.751000+00:00;Demanda 0551;re11;16
22032;Contagem de ponto de funcao;begin;2025-10-07 00:05:07.751000+00:00;Demanda 0551;re7;17
22033;Contagem de ponto de funcao;complete;2025-10-07 02:05:07.751000+00:00;Demanda 0551;re7;17
22034;Contagem de ponto de funcao;begin;2025-10-07 01:09:43.751000+00:00;Demanda 0551;re7;18
22035;Contagem de ponto de funcao;complete;2025-10-07 02:09:43.751000+00:00;Demanda 0551;re7;18
22036;Gestao da demanda;begin;2025-10-07 00:10:09.751000+00:00;Demanda 0551;re7;19
22037;Gestao da demanda;complete;2025-10-07 02:10:09.751000+00:00;Demanda 0551;re7;19
22038;Atualizacao de requisitos funcionais;begin;2025-10-06 16:18:35.751000+00:00;Demanda 0551;re7;20
22039;Atualizacao de requisitos funcionais;complete;2025-10-06 22:18:35.751000+00:00;Demanda 0551;re7;20
22040;Documentacao de requisitos funcionais;begin;2025-10-06 17:01:17.751000+00:00;Demanda 0552;re3;1
22041;Documentacao de requisitos funcionais;complete;2025-10-06 19:01:17.751000+00:00;Demanda 0552;re3;1
22042;Contagem de ponto de funcao;begin;2025-10-06 18:06:02.751000+00:00;Demanda 0552;re4;2
22043;Contagem de ponto de funcao;complete;2025-10-06 19:06:02.751000+00:00;Demanda 0552;re4;2
22044;Contagem de ponto de funcao;begin;2025-10-06 11:20:42.751000+00:00;Demanda 0552;re1;3
22045;Contagem de ponto de funcao;complete;2025-10-06 19:20:42.751000+00:00;Demanda 0552;re1;3
22046;Publicar solucao;begin;2025-10-06 17:31:14.751000+00:00;Demanda 0552;re3;4
22047;Publicar solucao;complete;2025-10-06 19:31:14.751000+00:00;Demanda 0552;re3;4
22048;Construcao de funcionalidade;begin;2025-10-05 19:59:25.751000+00:00;Demanda 0552;re2;5
22049;Construcao de funcionalidade;complete;2025-10-06 19:59:25.751000+00:00;Demanda 0552;re2;5
22050;Manutencao de funcionalidade;begin;2025-10-06 16:25:44.751000+00:00;Demanda 0552;re1;6
22051;Manutencao de funcionalidade;complete;2025-10-06 20:25:44.751000+00:00;Demanda 0552;re1;6
22052;Contagem de ponto de funcao;begin;2025-10-06 12:37:25.751000+00:00;Demanda 0552;re3;7
22053;Contagem de ponto de funcao;complete;2025-10-06 20:37:25.751000+00:00;Demanda 0552;re3;7
22054;Contagem de ponto de funcao;begin;2025-10-06 12:45:10.751000+00:00;Demanda 0552;re3;8
22055;Contagem de ponto de funcao;complete;2025-10-06 20:45:10.751000+00:00;Demanda 0552;re3;8
22056;Planejamento de entrega;begin;2025-10-06 14:52:01.751000+00:00;Demanda 0552;re4;9
22057;Planejamento de entrega;complete;2025-10-06 20:52:01.751000+00:00;Demanda 0552;re4;9
22058;Review da entrega;begin;2025-10-06 15:06:53.751000+00:00;Demanda 0552;re1;10
22059;Review da entrega;complete;2025-10-06 21:06:53.751000+00:00;Demanda 0552;re1;10
22060;Publicar solucao;begin;2025-10-06 15:07:32.751000+00:00;Demanda 0552;re4;11
22061;Publicar solucao;complete;2025-10-06 21:07:32.751000+00:00;Demanda 0552;re4;11
22062;Contagem de ponto de funcao;begin;2025-10-06 17:08:59.751000+00:00;Demanda 0552;re3;12
22063;Contagem de ponto de funcao;complete;2025-10-06 21:08:59.751000+00:00;Demanda 0552;re3;12
22064;Contagem de ponto de funcao;begin;2025-10-06 19:32:01.751000+00:00;Demanda 0552;re4;13
22065;Contagem de ponto de funcao;complete;2025-10-06 21:32:01.751000+00:00;Demanda 0552;re4;13
22066;Elaborar caso de teste;begin;2025-10-07 03:33:44.751000+00:00;Demanda 0552;re2;14
22067;Elaborar caso de teste;complete;2025-10-07 17:33:44.751000+00:00;Demanda 0552;re2;14
22068;Corrigir erro;begin;2025-10-06 15:36:31.751000+00:00;Demanda 0552;re3;15
22069;Corrigir erro;complete;2025-10-06 21:36:31.751000+00:00;Demanda 0552;re3;15
22070;Executar teste;begin;2025-10-07 21:52:13.751000+00:00;Demanda 0552;re3;16
22071;Executar teste;complete;2025-10-07 11:52:13.751000+00:00;Demanda 0552;re3;16
22072;Contagem de ponto de funcao;begin;2025-10-06 20:56:32.751000+00:00;Demanda 0552;re2;17
22073;Contagem de ponto de funcao;complete;2025-10-06 21:56:32.751000+00:00;Demanda 0552;re2;17
22074;Contagem de ponto de funcao;begin;2025-10-06 13:58:57.751000+00:00;Demanda 0552;re4;18
22075;Contagem de ponto de funcao;complete;2025-10-06 21:58:57.751000+00:00;Demanda 0552;re4;18
22076;Gestao da demanda;begin;2025-10-06 21:08:35.751000+00:00;Demanda 0552;re2;19
22077;Gestao da demanda;complete;2025-10-06 22:08:35.751000+00:00;Demanda 0552;re2;19
22078;Atualizacao de requisitos funcionais;begin;2025-10-06 16:47:23.751000+00:00;Demanda 0552;re1;20
22079;Atualizacao de requisitos funcionais;complete;2025-10-06 18:47:23.751000+00:00;Demanda 0552;re1;20
22080;Documentacao de requisitos funcionais;begin;2025-10-05 22:42:57.751000+00:00;Demanda 0553;re14;1
22081;Documentacao de requisitos funcionais;complete;2025-10-06 14:42:57.751000+00:00;Demanda 0553;re14;1
22082;Contagem de ponto de funcao;begin;2025-10-06 12:45:19.751000+00:00;Demanda 0553;re2;2
22083;Contagem de ponto de funcao;complete;2025-10-06 14:45:19.751000+00:00;Demanda 0553;re2;2
22084;Contagem de ponto de funcao;begin;2025-10-06 12:48:21.751000+00:00;Demanda 0553;re1;3
22085;Contagem de ponto de funcao;complete;2025-10-06 14:48:21.751000+00:00;Demanda 0553;re1;3
22086;Publicar solucao;begin;2025-10-06 10:52:04.751000+00:00;Demanda 0553;re1;4
22087;Publicar solucao;complete;2025-10-06 14:52:04.751000+00:00;Demanda 0553;re1;4
22088;Construcao de funcionalidade;begin;2025-10-05 15:23:03.751000+00:00;Demanda 0553;re14;5
22089;Construcao de funcionalidade;complete;2025-10-06 15:23:03.751000+00:00;Demanda 0553;re14;5
22090;Planejamento de entrega;begin;2025-10-06 14:28:34.751000+00:00;Demanda 0553;re14;6
22091;Planejamento de entrega;complete;2025-10-06 15:28:34.751000+00:00;Demanda 0553;re14;6
22092;Contagem de ponto de funcao;begin;2025-10-06 11:35:49.751000+00:00;Demanda 0553;re2;7
22093;Contagem de ponto de funcao;complete;2025-10-06 15:35:49.751000+00:00;Demanda 0553;re2;7
22094;Contagem de ponto de funcao;begin;2025-10-06 14:38:51.751000+00:00;Demanda 0553;re14;8
22095;Contagem de ponto de funcao;complete;2025-10-06 15:38:51.751000+00:00;Demanda 0553;re14;8
22096;Review da entrega;begin;2025-10-06 11:39:16.751000+00:00;Demanda 0553;re2;9
22097;Review da entrega;complete;2025-10-06 15:39:16.751000+00:00;Demanda 0553;re2;9
22098;Manutencao de funcionalidade;begin;2025-10-05 15:51:09.751000+00:00;Demanda 0553;re1;10
22099;Manutencao de funcionalidade;complete;2025-10-06 15:51:09.751000+00:00;Demanda 0553;re1;10
22100;Publicar solucao;begin;2025-10-06 13:59:40.751000+00:00;Demanda 0553;re1;11
22101;Publicar solucao;complete;2025-10-06 15:59:40.751000+00:00;Demanda 0553;re1;11
22102;Contagem de ponto de funcao;begin;2025-10-06 14:12:22.751000+00:00;Demanda 0553;re14;12
22103;Contagem de ponto de funcao;complete;2025-10-06 16:12:22.751000+00:00;Demanda 0553;re14;12
22104;Contagem de ponto de funcao;begin;2025-10-06 14:36:52.751000+00:00;Demanda 0553;re1;13
22105;Contagem de ponto de funcao;complete;2025-10-06 16:36:52.751000+00:00;Demanda 0553;re1;13
22106;Elaborar caso de teste;begin;2025-10-06 22:59:32.751000+00:00;Demanda 0553;re14;14
22107;Elaborar caso de teste;complete;2025-10-07 12:59:32.751000+00:00;Demanda 0553;re14;14
22108;Gestao da demanda;begin;2025-10-06 16:08:12.751000+00:00;Demanda 0553;re14;15
22109;Gestao da demanda;complete;2025-10-06 17:08:12.751000+00:00;Demanda 0553;re14;15
22110;Corrigir erro;begin;2025-10-06 13:33:00.751000+00:00;Demanda 0553;re1;16
22111;Corrigir erro;complete;2025-10-06 17:33:00.751000+00:00;Demanda 0553;re1;16
22112;Contagem de ponto de funcao;begin;2025-10-06 16:33:22.751000+00:00;Demanda 0553;re2;17
22113;Contagem de ponto de funcao;complete;2025-10-06 17:33:22.751000+00:00;Demanda 0553;re2;17
22114;Contagem de ponto de funcao;begin;2025-10-06 09:35:59.751000+00:00;Demanda 0553;re2;18
22115;Contagem de ponto de funcao;complete;2025-10-06 17:35:59.751000+00:00;Demanda 0553;re2;18
22116;Executar teste;begin;2025-10-07 17:55:56.751000+00:00;Demanda 0553;re14;19
22117;Executar teste;complete;2025-10-07 09:55:56.751000+00:00;Demanda 0553;re14;19
22118;Atualizacao de requisitos funcionais;begin;2025-10-06 12:14:36.751000+00:00;Demanda 0553;re2;20
22119;Atualizacao de requisitos funcionais;complete;2025-10-06 14:14:36.751000+00:00;Demanda 0553;re2;20
22120;Documentacao de requisitos funcionais;begin;2025-10-05 18:58:33.751000+00:00;Demanda 0554;re7;1
22121;Documentacao de requisitos funcionais;complete;2025-10-06 10:58:33.751000+00:00;Demanda 0554;re7;1
22122;Contagem de ponto de funcao;begin;2025-10-06 09:04:02.751000+00:00;Demanda 0554;re11;2
22123;Contagem de ponto de funcao;complete;2025-10-06 11:04:02.751000+00:00;Demanda 0554;re11;2
22124;Contagem de ponto de funcao;begin;2025-10-06 10:24:14.751000+00:00;Demanda 0554;re11;3
22125;Contagem de ponto de funcao;complete;2025-10-06 11:24:14.751000+00:00;Demanda 0554;re11;3
22126;Publicar solucao;begin;2025-10-06 05:28:21.751000+00:00;Demanda 0554;re7;4
22127;Publicar solucao;complete;2025-10-06 11:28:21.751000+00:00;Demanda 0554;re7;4
22128;Manutencao de funcionalidade;begin;2025-10-05 23:30:05.751000+00:00;Demanda 0554;re10;5
22129;Manutencao de funcionalidade;complete;2025-10-06 11:30:05.751000+00:00;Demanda 0554;re10;5
22130;Planejamento de entrega;begin;2025-10-06 10:35:19.751000+00:00;Demanda 0554;re7;6
22131;Planejamento de entrega;complete;2025-10-06 11:35:19.751000+00:00;Demanda 0554;re7;6
22132;Contagem de ponto de funcao;begin;2025-10-06 03:53:32.751000+00:00;Demanda 0554;re11;7
22133;Contagem de ponto de funcao;complete;2025-10-06 11:53:32.751000+00:00;Demanda 0554;re11;7
22134;Contagem de ponto de funcao;begin;2025-10-06 10:09:31.751000+00:00;Demanda 0554;re7;8
22135;Contagem de ponto de funcao;complete;2025-10-06 12:09:31.751000+00:00;Demanda 0554;re7;8
22136;Gestao da demanda;begin;2025-10-06 04:28:24.751000+00:00;Demanda 0554;re11;9
22137;Gestao da demanda;complete;2025-10-06 12:28:24.751000+00:00;Demanda 0554;re11;9
22138;Construcao de funcionalidade;begin;2025-10-06 04:30:34.751000+00:00;Demanda 0554;re7;10
22139;Construcao de funcionalidade;complete;2025-10-06 12:30:34.751000+00:00;Demanda 0554;re7;10
22140;Publicar solucao;begin;2025-10-06 11:50:03.751000+00:00;Demanda 0554;re11;11
22141;Publicar solucao;complete;2025-10-06 12:50:03.751000+00:00;Demanda 0554;re11;11
22142;Contagem de ponto de funcao;begin;2025-10-06 11:53:31.751000+00:00;Demanda 0554;re7;12
22143;Contagem de ponto de funcao;complete;2025-10-06 12:53:31.751000+00:00;Demanda 0554;re7;12
