;case:concept:name;concept:tool;concept:operation;time:timestamp;concept:resource;case:instance
50826;496;Requisito;r;2025-10-16 02:13:20.763271392+00:00;re5;14
50827;496;Teste;C;2025-10-16 03:10:01.508381642+00:00;re5;14
50828;496;Gestao;U;2025-10-16 04:25:34.222075794+00:00;re9;15
50829;496;Gestao;c;2025-10-16 05:32:53.328736569+00:00;re6;16
50830;496;Gestao;r;2025-10-16 04:54:32.521029724+00:00;re6;16
50831;496;Gestao;U;2025-10-16 05:39:04.011006637+00:00;re6;16
50832;496;Gestao;d;2025-10-16 05:12:21.415558178+00:00;re6;16
50833;496;Teste;r;2025-10-16 05:19:00.630184947+00:00;re6;16
50834;496;Gestao;r;2025-10-16 03:38:41.454096214+00:00;re9;17
50835;496;Gestao;U;2025-10-16 04:06:21.279275828+00:00;re9;17
50836;496;Gestao;d;2025-10-16 02:50:23.601710429+00:00;re9;17
50837;496;Codigo;r;2025-10-16 02:49:56.118690470+00:00;re9;17
50838;496;Requisito;r;2025-10-16 04:46:38.269449455+00:00;re9;17
50839;496;PF;C;2025-10-16 03:56:07.567319649+00:00;re9;17
50840;496;PF;u;2025-10-16 02:50:15.350648579+00:00;re9;17
50841;496;PF;d;2025-10-16 02:52:12.256493999+00:00;re9;17
50842;496;Gestao;U;2025-10-16 03:51:37.841041240+00:00;re5;18
50843;496;Gestao;d;2025-10-16 05:53:12.027635360+00:00;re5;18
50844;496;Codigo;r;2025-10-16 02:50:20.289847226+00:00;re5;18
50845;496;Requisito;r;2025-10-16 02:30:33.435799593+00:00;re5;18
50846;496;PF;C;2025-10-16 03:25:38.999747436+00:00;re5;18
50847;496;PF;u;2025-10-16 04:18:49.830220479+00:00;re5;18
50848;496;Gestao;c;2025-10-16 04:12:16.092018555+00:00;re9;19
50849;496;Gestao;r;2025-10-16 05:13:40.394110116+00:00;re9;19
50850;496;Gestao;U;2025-10-16 04:38:41.640311145+00:00;re9;19
50851;496;Gestao;d;2025-10-16 05:31:27.621162339+00:00;re9;19
50852;496;Requisito;r;2025-10-16 04:18:35.708188939+00:00;re9;19
50853;496;Gestao;r;2025-10-15 22:06:09.465810650+00:00;re6;20
50854;496;Gestao;U;2025-10-16 01:49:07.472917354+00:00;re6;20
50855;496;Requisito;U;2025-10-15 22:46:04.469431132+00:00;re6;20
50856;496;Requisito;d;2025-10-16 00:12:47.746420047+00:00;re6;20
50857;496;Teste;r;2025-10-16 00:06:19.994300137+00:00;re6;20
50858;497;Gestao;U;2025-10-15 19:24:43.832892989+00:00;re2;1
50859;497;Gestao;d;2025-10-15 20:39:10.631938277+00:00;re2;1
50860;497;Codigo;r;2025-10-15 19:41:43.052813256+00:00;re2;1
50861;497;Requisito;C;2025-10-15 19:50:16.570250126+00:00;re2;1
50862;497;Requisito;d;2025-10-15 21:04:01.098544334+00:00;re2;1
50863;497;Teste;r;2025-10-15 19:57:21.815215577+00:00;re2;1
50864;497;Gestao;U;2025-10-15 21:55:53.969710810+00:00;re1;2
50865;497;Codigo;r;2025-10-15 22:19:05.626295203+00:00;re1;2
50866;497;Requisito;r;2025-10-15 22:39:28.090317782+00:00;re1;2
50867;497;PF;C;2025-10-15 22:10:21.059983739+00:00;re1;2
50868;497;PF;r;2025-10-15 21:34:52.812868708+00:00;re1;2
50869;497;Gestao;U;2025-10-15 22:29:40.633550606+00:00;re3;3
50870;497;Gestao;d;2025-10-15 22:13:37.574286402+00:00;re3;3
50871;497;Codigo;r;2025-10-15 23:07:46.593478280+00:00;re3;3
50872;497;PF;C;2025-10-15 22:13:23.045126548+00:00;re3;3
50873;497;PF;r;2025-10-15 22:12:57.936235568+00:00;re3;3
50874;497;Gestao;c;2025-10-15 22:46:48.852726324+00:00;re1;4
50875;497;Gestao;U;2025-10-15 22:24:15.530829925+00:00;re1;4
50876;497;Gestao;d;2025-10-15 23:13:36.337019698+00:00;re1;4
50877;497;Gestao;U;2025-10-15 18:36:34.450682565+00:00;re3;5
50878;497;Codigo;U;2025-10-15 21:40:31.576477165+00:00;re3;5
50879;497;Requisito;r;2025-10-15 09:31:14.639404035+00:00;re3;5
50880;497;Teste;r;2025-10-15 16:30:19.290257690+00:00;re3;5
50881;497;Gestao;c;2025-10-14 21:48:12.321686678+00:00;re1;6
50882;497;Gestao;U;2025-10-15 09:12:42.789936092+00:00;re1;6
50883;497;Gestao;d;2025-10-15 21:58:06.716045110+00:00;re1;6
50884;497;Codigo;C;2025-10-14 19:00:02.392219639+00:00;re1;6
50885;497;Codigo;r;2025-10-15 20:52:10.923202899+00:00;re1;6
50886;497;Codigo;d;2025-10-15 11:32:32.044873292+00:00;re1;6
50887;497;Gestao;c;2025-10-15 22:37:52.332184312+00:00;re2;7
50888;497;Gestao;U;2025-10-15 23:32:16.297801832+00:00;re2;7
50889;497;Gestao;d;2025-10-15 19:16:47.717269083+00:00;re2;7
50890;497;PF;C;2025-10-15 19:34:14.586703852+00:00;re2;7
50891;497;PF;d;2025-10-15 23:16:31.721978328+00:00;re2;7
50892;497;Gestao;c;2025-10-15 22:48:11.454212623+00:00;re4;8
50893;497;Gestao;U;2025-10-15 19:12:07.385127260+00:00;re4;8
50894;497;Gestao;d;2025-10-15 23:04:48.224686863+00:00;re4;8
50895;497;Codigo;r;2025-10-15 16:49:38.663252754+00:00;re4;8
50896;497;Requisito;r;2025-10-15 16:34:56.419951058+00:00;re4;8
50897;497;PF;C;2025-10-15 17:21:03.312340353+00:00;re4;8
50898;497;PF;u;2025-10-15 20:07:57.552308496+00:00;re4;8
50899;497;PF;d;2025-10-15 19:46:00.740947267+00:00;re4;8
50900;497;Gestao;c;2025-10-15 23:03:07.545533975+00:00;re4;9
50901;497;Gestao;U;2025-10-15 23:26:55.496201952+00:00;re4;9
50902;497;Gestao;d;2025-10-15 23:13:25.474707222+00:00;re4;9
50903;497;Requisito;r;2025-10-15 22:37:58.307887058+00:00;re4;9
50904;497;PF;r;2025-10-15 23:15:32.458347543+00:00;re4;9
50905;497;Teste;r;2025-10-16 00:25:08.978024876+00:00;re4;9
50906;497;Gestao;U;2025-10-16 00:31:28.605609324+00:00;re4;10
50907;497;Codigo;c;2025-10-16 00:35:03.043925269+00:00;re4;10
50908;497;Codigo;r;2025-10-15 22:48:18.805622369+00:00;re4;10
50909;497;Codigo;U;2025-10-16 00:07:13.434115861+00:00;re4;10
50910;497;Gestao;c;2025-10-15 23:49:14.813866903+00:00;re3;11
50911;497;Gestao;r;2025-10-16 00:08:44.479318678+00:00;re3;11
50912;497;Gestao;U;2025-10-15 19:45:39.479421051+00:00;re3;11
50913;497;Gestao;d;2025-10-15 19:00:07.764225044+00:00;re3;11
50914;497;Gestao;r;2025-10-16 00:21:04.452171497+00:00;re1;12
50915;497;Gestao;U;2025-10-15 23:53:24.793348489+00:00;re1;12
50916;497;Codigo;r;2025-10-15 23:00:28.719850374+00:00;re1;12
50917;497;PF;C;2025-10-16 00:41:47.050903301+00:00;re1;12
50918;497;PF;r;2025-10-15 22:38:09.850348833+00:00;re1;12
50919;497;PF;d;2025-10-15 22:42:00.761831867+00:00;re1;12
50920;497;Gestao;c;2025-10-15 23:00:36.191457970+00:00;re1;13
50921;497;Gestao;U;2025-10-15 23:44:00.536586224+00:00;re1;13
50922;497;Gestao;d;2025-10-16 00:58:02.647444161+00:00;re1;13
50923;497;Codigo;r;2025-10-15 23:07:32.559676529+00:00;re1;13
50924;497;Requisito;r;2025-10-16 00:09:18.436216052+00:00;re1;13
50925;497;PF;C;2025-10-15 23:23:34.770258879+00:00;re1;13
50926;497;PF;r;2025-10-16 00:09:35.350151382+00:00;re1;13
50927;497;PF;d;2025-10-15 23:21:48.694754549+00:00;re1;13
50928;497;Gestao;U;2025-10-15 21:58:39.840914842+00:00;re2;14
50929;497;Codigo;r;2025-10-15 21:22:59.589088970+00:00;re2;14
50930;497;Teste;C;2025-10-16 01:03:46.451889901+00:00;re2;14
50931;497;Teste;r;2025-10-15 20:16:15.670453179+00:00;re2;14
50932;497;Gestao;c;2025-10-15 23:48:41.681051787+00:00;re2;15
50933;497;Gestao;r;2025-10-15 19:34:10.240674908+00:00;re2;15
50934;497;Gestao;U;2025-10-15 23:12:48.666810848+00:00;re2;15
50935;497;Gestao;d;2025-10-16 00:14:41.334024628+00:00;re2;15
50936;497;Requisito;r;2025-10-15 20:40:52.268073847+00:00;re2;15
50937;497;Teste;r;2025-10-15 19:27:25.801449139+00:00;re2;15
50938;497;Gestao;c;2025-10-16 00:54:50.788016770+00:00;re1;16
50939;497;Gestao;U;2025-10-15 23:33:01.965844871+00:00;re1;16
50940;497;Gestao;r;2025-10-16 00:38:29.985175703+00:00;re3;17
50941;497;Gestao;U;2025-10-16 00:47:25.984475290+00:00;re3;17
50942;497;PF;C;2025-10-15 23:44:10.946232579+00:00;re3;17
50943;497;PF;d;2025-10-16 01:18:18.826023808+00:00;re3;17
50944;497;Gestao;c;2025-10-15 18:52:38.060488931+00:00;re2;18
50945;497;Gestao;r;2025-10-15 22:42:16.911239311+00:00;re2;18
50946;497;Gestao;U;2025-10-15 22:19:19.229941257+00:00;re2;18
50947;497;Codigo;r;2025-10-15 21:19:16.835431498+00:00;re2;18
50948;497;PF;C;2025-10-15 22:47:32.189889061+00:00;re2;18
50949;497;PF;u;2025-10-16 00:33:59.032440402+00:00;re2;18
50950;497;Gestao;r;2025-10-16 01:23:24.493624521+00:00;re2;19
50951;497;Gestao;U;2025-10-16 01:44:25.568227+00:00;re2;19
50952;497;Gestao;d;2025-10-16 01:11:01.392173964+00:00;re2;19
50953;497;Gestao;c;2025-10-15 19:56:56.002141771+00:00;re1;20
50954;497;Gestao;U;2025-10-15 19:44:34.462454737+00:00;re1;20
50955;497;Requisito;U;2025-10-15 20:01:38.431338572+00:00;re1;20
50956;497;Requisito;d;2025-10-15 20:32:14.980316209+00:00;re1;20
50957;497;Teste;r;2025-10-15 22:00:26.708171403+00:00;re1;20
50958;498;Gestao;U;2025-10-15 14:51:59.843539857+00:00;re4;1
50959;498;Requisito;C;2025-10-15 14:20:16.509109027+00:00;re4;1
50960;498;Requisito;r;2025-10-15 15:28:07.880815367+00:00;re4;1
50961;498;Requisito;u;2025-10-15 17:19:42.271083935+00:00;re4;1
50962;498;Teste;r;2025-10-15 16:47:24.559002181+00:00;re4;1
50963;498;Gestao;c;2025-10-15 17:37:36.792174924+00:00;re1;2
50964;498;Gestao;r;2025-10-15 18:04:18.575124597+00:00;re1;2
50965;498;Gestao;U;2025-10-15 17:34:08.788284532+00:00;re1;2
50966;498;Gestao;d;2025-10-15 17:19:49.594530274+00:00;re1;2
50967;498;Codigo;r;2025-10-15 17:13:26.095266198+00:00;re1;2
50968;498;PF;C;2025-10-15 17:30:57.153026023+00:00;re1;2
50969;498;PF;r;2025-10-15 17:55:04.079501922+00:00;re1;2
50970;498;Gestao;U;2025-10-15 18:11:28.767179357+00:00;re4;3
50971;498;Gestao;d;2025-10-15 17:36:21.005005185+00:00;re4;3
50972;498;PF;C;2025-10-15 17:32:58.168011260+00:00;re4;3
50973;498;Gestao;c;2025-10-15 16:26:47.218071910+00:00;re1;4
50974;498;Gestao;U;2025-10-15 15:40:43.816419544+00:00;re1;4
50975;498;Gestao;d;2025-10-15 13:15:23.909478124+00:00;re1;4
50976;498;Gestao;U;2025-10-15 11:32:40.306387577+00:00;re4;5
50977;498;Gestao;d;2025-10-15 17:07:15.061062747+00:00;re4;5
50978;498;Codigo;C;2025-10-15 15:38:31.403069615+00:00;re4;5
50979;498;Codigo;d;2025-10-15 17:38:26.989410919+00:00;re4;5
50980;498;Gestao;c;2025-10-15 19:11:59.393047596+00:00;re1;6
50981;498;Gestao;r;2025-10-15 16:12:47.967384545+00:00;re1;6
50982;498;Gestao;U;2025-10-15 18:41:02.097100565+00:00;re1;6
50983;498;Gestao;d;2025-10-15 16:24:45.727915107+00:00;re1;6
50984;498;Codigo;r;2025-10-15 15:43:06.000038537+00:00;re1;6
50985;498;Codigo;U;2025-10-15 16:26:19.454028577+00:00;re1;6
50986;498;Requisito;r;2025-10-15 17:29:04.820623058+00:00;re1;6
50987;498;Gestao;c;2025-10-15 18:38:08.897100083+00:00;re3;7
50988;498;Gestao;U;2025-10-15 19:19:24.557043238+00:00;re3;7
50989;498;Gestao;d;2025-10-15 18:51:17.662022478+00:00;re3;7
50990;498;Codigo;r;2025-10-15 17:46:58.978184300+00:00;re3;7
50991;498;PF;C;2025-10-15 19:02:47.395301243+00:00;re3;7
50992;498;PF;d;2025-10-15 18:27:45.590201014+00:00;re3;7
50993;498;Gestao;c;2025-10-15 19:08:44.800221865+00:00;re2;8
50994;498;Gestao;r;2025-10-15 19:39:51.248911603+00:00;re2;8
50995;498;Gestao;U;2025-10-15 19:04:06.478786836+00:00;re2;8
50996;498;Requisito;r;2025-10-15 19:41:21.148918653+00:00;re2;8
50997;498;PF;C;2025-10-15 19:49:35.774272918+00:00;re2;8
50998;498;PF;d;2025-10-15 19:27:18.042454094+00:00;re2;8
50999;498;Gestao;U;2025-10-15 17:33:35.210292274+00:00;re2;9
51000;498;Gestao;d;2025-10-15 18:46:19.078216950+00:00;re2;9
51001;498;Teste;r;2025-10-15 17:55:50.107380927+00:00;re2;9
51002;498;Gestao;r;2025-10-15 18:02:09.625168877+00:00;re2;10
51003;498;Gestao;U;2025-10-15 16:38:18.152829208+00:00;re2;10
51004;498;Gestao;d;2025-10-15 16:59:46.400550096+00:00;re2;10
51005;498;Codigo;c;2025-10-15 19:36:03.302905367+00:00;re2;10
51006;498;Codigo;U;2025-10-15 19:52:24.377951891+00:00;re2;10
51007;498;Gestao;c;2025-10-15 19:50:32.827124563+00:00;re4;11
51008;498;Gestao;U;2025-10-15 20:17:48.967841749+00:00;re4;11
51009;498;Gestao;U;2025-10-15 18:23:19.602520273+00:00;re4;12
51010;498;Gestao;d;2025-10-15 17:24:59.670735409+00:00;re4;12
51011;498;Codigo;r;2025-10-15 18:45:32.777477994+00:00;re4;12
51012;498;PF;C;2025-10-15 18:47:50.743152763+00:00;re4;12
51013;498;PF;r;2025-10-15 19:51:00.557888924+00:00;re4;12
51014;498;PF;u;2025-10-15 19:30:39.719045795+00:00;re4;12
51015;498;Gestao;U;2025-10-15 13:33:28.293795788+00:00;re2;13
51016;498;Requisito;r;2025-10-15 18:15:41.991877447+00:00;re2;13
51017;498;PF;C;2025-10-15 19:31:57.803266738+00:00;re2;13
51018;498;PF;r;2025-10-15 19:57:35.372523628+00:00;re2;13
51019;498;PF;u;2025-10-15 15:54:07.941008706+00:00;re2;13
51020;498;PF;d;2025-10-15 12:56:03.921944073+00:00;re2;13
51021;498;Gestao;U;2025-10-15 19:38:35.392416900+00:00;re2;14
51022;498;Gestao;d;2025-10-15 20:33:26.811966005+00:00;re2;14
51023;498;Codigo;r;2025-10-15 20:47:39.866761422+00:00;re2;14
51024;498;Requisito;r;2025-10-15 20:44:16.075187296+00:00;re2;14
51025;498;Teste;C;2025-10-15 17:41:36.274500627+00:00;re2;14
51026;498;Teste;d;2025-10-15 18:21:25.707994884+00:00;re2;14
51027;498;Gestao;U;2025-10-15 20:33:39.375638166+00:00;re2;15
51028;498;Gestao;d;2025-10-15 15:07:33.321019977+00:00;re2;15
51029;498;Gestao;r;2025-10-15 20:51:36.195206093+00:00;re4;16
51030;498;Gestao;U;2025-10-15 20:18:32.680036957+00:00;re4;16
51031;498;Gestao;d;2025-10-15 20:33:30.869150772+00:00;re4;16
51032;498;Requisito;r;2025-10-15 20:16:31.251419797+00:00;re4;16
51033;498;Teste;r;2025-10-15 20:31:13.063844452+00:00;re4;16
51034;498;Gestao;c;2025-10-15 20:17:03.854745251+00:00;re1;17
51035;498;Gestao;U;2025-10-15 18:38:26.150624812+00:00;re1;17
51036;498;Codigo;r;2025-10-15 18:28:19.204647131+00:00;re1;17
51037;498;PF;C;2025-10-15 20:23:45.905362053+00:00;re1;17
51038;498;PF;r;2025-10-15 18:32:20.948005165+00:00;re1;17
51039;498;PF;u;2025-10-15 18:42:50.583220041+00:00;re1;17
51040;498;Gestao;c;2025-10-15 17:17:44.241825012+00:00;re1;18
51041;498;Gestao;U;2025-10-15 13:44:31.696657516+00:00;re1;18
51042;498;Gestao;d;2025-10-15 18:28:49.582803458+00:00;re1;18
51043;498;Requisito;r;2025-10-15 19:53:20.294808745+00:00;re1;18
51044;498;PF;C;2025-10-15 21:28:30.480049569+00:00;re1;18
51045;498;PF;r;2025-10-15 15:12:56.395090268+00:00;re1;18
51046;498;Gestao;c;2025-10-15 20:01:08.069959295+00:00;re2;19
51047;498;Gestao;U;2025-10-15 20:03:11.512330721+00:00;re2;19
51048;498;Gestao;d;2025-10-15 21:20:22.410843503+00:00;re2;19
51049;498;Codigo;r;2025-10-15 19:59:12.875677059+00:00;re2;19
51050;498;Requisito;r;2025-10-15 20:24:39.583981516+00:00;re2;19
51051;498;Gestao;c;2025-10-15 06:51:33.480093922+00:00;re3;20
51052;498;Gestao;U;2025-10-15 10:55:40.335703734+00:00;re3;20
51053;498;Gestao;d;2025-10-15 05:15:05.386897855+00:00;re3;20
51054;498;Codigo;r;2025-10-15 16:32:16.201343618+00:00;re3;20
51055;498;Requisito;r;2025-10-15 03:07:55.128045484+00:00;re3;20
51056;498;Requisito;U;2025-10-15 04:48:26.313286685+00:00;re3;20
51057;499;Gestao;c;2025-10-15 13:23:16.187319215+00:00;re5;1
51058;499;Gestao;r;2025-10-15 11:32:28.080459777+00:00;re5;1
51059;499;Gestao;U;2025-10-15 13:09:20.161508592+00:00;re5;1
51060;499;Gestao;d;2025-10-15 12:12:05.789040664+00:00;re5;1
51061;499;Requisito;C;2025-10-15 11:44:14.213442442+00:00;re5;1
51062;499;Requisito;r;2025-10-15 11:07:55.739826695+00:00;re5;1
51063;499;Requisito;u;2025-10-15 11:54:59.239372159+00:00;re5;1
51064;499;Gestao;U;2025-10-15 14:01:04.004441924+00:00;re5;2
51065;499;Codigo;r;2025-10-15 11:39:20.160133534+00:00;re5;2
51066;499;Requisito;r;2025-10-15 14:25:26.965612508+00:00;re5;2
51067;499;PF;C;2025-10-15 11:14:08.230320211+00:00;re5;2
51068;499;PF;r;2025-10-15 14:15:22.192703521+00:00;re5;2
51069;499;Gestao;r;2025-10-15 14:21:31.976474647+00:00;re6;3
51070;499;Gestao;U;2025-10-15 14:13:57.222226719+00:00;re6;3
51071;499;Requisito;r;2025-10-15 13:56:14.086579995+00:00;re6;3
51072;499;PF;C;2025-10-15 13:32:16.117611854+00:00;re6;3
51073;499;PF;r;2025-10-15 13:10:55.613902328+00:00;re6;3
51074;499;PF;u;2025-10-15 14:11:43.681026697+00:00;re6;3
51075;499;PF;d;2025-10-15 13:38:51.681784151+00:00;re6;3
51076;499;Gestao;c;2025-10-15 12:26:02.829219477+00:00;re6;4
51077;499;Gestao;U;2025-10-15 09:46:17.645984328+00:00;re6;4
51078;499;Gestao;d;2025-10-15 11:54:41.454971151+00:00;re6;4
51079;499;Gestao;r;2025-10-14 11:21:11.706093069+00:00;re6;5
51080;499;Gestao;U;2025-10-14 23:05:10.234769687+00:00;re6;5
51081;499;Codigo;C;2025-10-14 23:22:48.036642440+00:00;re6;5
51082;499;Requisito;r;2025-10-14 16:17:42.459880008+00:00;re6;5
51083;499;Teste;r;2025-10-15 04:35:31.158060011+00:00;re6;5
51084;499;Gestao;c;2025-10-15 14:19:48.017249619+00:00;re9;6
51085;499;Gestao;r;2025-10-15 15:16:51.988231437+00:00;re9;6
51086;499;Gestao;U;2025-10-15 14:56:40.672001016+00:00;re9;6
51087;499;Gestao;d;2025-10-15 15:28:23.471542334+00:00;re9;6
51088;499;Codigo;U;2025-10-15 15:05:23.970533621+00:00;re9;6
51089;499;Codigo;d;2025-10-15 15:31:16.236520507+00:00;re9;6
51090;499;Requisito;r;2025-10-15 14:25:35.265828134+00:00;re9;6
51091;499;Gestao;r;2025-10-15 15:26:30.312044232+00:00;re8;7
51092;499;Gestao;U;2025-10-15 15:05:54.976599306+00:00;re8;7
51093;499;Gestao;d;2025-10-15 14:03:11.242918281+00:00;re8;7
51094;499;PF;C;2025-10-15 14:53:31.561827550+00:00;re8;7
51095;499;PF;r;2025-10-15 15:50:27.297026789+00:00;re8;7
51096;499;PF;d;2025-10-15 14:53:19.203116171+00:00;re8;7
51097;499;Gestao;r;2025-10-15 15:03:58.724929893+00:00;re5;8
51098;499;Gestao;U;2025-10-15 15:08:46.762974520+00:00;re5;8
51099;499;Requisito;r;2025-10-15 15:57:32.555666257+00:00;re5;8
51100;499;PF;C;2025-10-15 15:25:23.504949278+00:00;re5;8
51101;499;PF;r;2025-10-15 15:56:39.898879249+00:00;re5;8
51102;499;PF;u;2025-10-15 15:34:46.036188853+00:00;re5;8
51103;499;Gestao;c;2025-10-15 13:57:22.487750742+00:00;re5;9
51104;499;Gestao;r;2025-10-15 13:58:53.446815643+00:00;re5;9
51105;499;Gestao;U;2025-10-15 13:51:34.901041403+00:00;re5;9
51106;499;Gestao;d;2025-10-15 15:30:37.977575088+00:00;re5;9
51107;499;Requisito;r;2025-10-15 15:40:07.717005476+00:00;re5;9
51108;499;Gestao;r;2025-10-15 14:10:43.265963345+00:00;re6;10
51109;499;Gestao;U;2025-10-14 13:12:58.323402662+00:00;re6;10
51110;499;Codigo;U;2025-10-14 16:56:18.872051445+00:00;re6;10
51111;499;Requisito;r;2025-10-15 12:42:26.186635707+00:00;re6;10
51112;499;Teste;r;2025-10-14 23:33:56.642746272+00:00;re6;10
51113;499;Gestao;c;2025-10-15 16:41:22.448320771+00:00;re8;11
51114;499;Gestao;r;2025-10-15 13:21:28.379743284+00:00;re8;11
51115;499;Gestao;U;2025-10-15 16:30:45.582711371+00:00;re8;11
51116;499;Gestao;d;2025-10-15 15:34:32.401136247+00:00;re8;11
51117;499;Gestao;r;2025-10-15 16:43:46.381387590+00:00;re5;12
51118;499;Gestao;U;2025-10-15 15:58:47.429661135+00:00;re5;12
51119;499;Codigo;r;2025-10-15 16:06:22.815717881+00:00;re5;12
51120;499;Requisito;r;2025-10-15 15:26:35.177725070+00:00;re5;12
51121;499;PF;C;2025-10-15 16:14:49.117629950+00:00;re5;12
51122;499;PF;r;2025-10-15 17:04:48.966766365+00:00;re5;12
51123;499;PF;d;2025-10-15 15:58:50.479314469+00:00;re5;12
51124;499;Gestao;r;2025-10-15 14:56:23.887319308+00:00;re8;13
51125;499;Gestao;U;2025-10-15 16:24:43.356020595+00:00;re8;13
51126;499;Codigo;r;2025-10-15 13:41:03.169288531+00:00;re8;13
51127;499;Requisito;r;2025-10-15 17:09:17.756973877+00:00;re8;13
51128;499;PF;C;2025-10-15 14:54:27.455101153+00:00;re8;13
51129;499;PF;r;2025-10-15 10:23:14.785794914+00:00;re8;13
51130;499;PF;u;2025-10-15 15:35:13.787394520+00:00;re8;13
51131;499;Gestao;U;2025-10-15 13:33:55.956061430+00:00;re8;14
51132;499;Gestao;d;2025-10-15 15:47:02.098360301+00:00;re8;14
51133;499;Requisito;r;2025-10-15 12:25:22.688314187+00:00;re8;14
51134;499;Teste;C;2025-10-15 16:06:45.540484147+00:00;re8;14
51135;499;Teste;r;2025-10-15 12:44:09.182100843+00:00;re8;14
51136;499;Teste;u;2025-10-15 15:06:06.592806824+00:00;re8;14
51137;499;Teste;d;2025-10-15 12:11:13.160754955+00:00;re8;14
51138;499;Gestao;c;2025-10-15 15:29:12.872233564+00:00;re8;15
51139;499;Gestao;r;2025-10-15 14:08:11.876742606+00:00;re8;15
51140;499;Gestao;U;2025-10-15 11:38:27.538170415+00:00;re8;15
51141;499;Gestao;d;2025-10-15 14:07:52.749651221+00:00;re8;15
51142;499;Gestao;U;2025-10-15 13:01:20.571490822+00:00;re6;16
51143;499;Gestao;r;2025-10-15 17:29:46.048351470+00:00;re5;17
51144;499;Gestao;U;2025-10-15 17:36:32.908378706+00:00;re5;17
51145;499;Gestao;d;2025-10-15 16:49:53.249051478+00:00;re5;17
51146;499;Codigo;r;2025-10-15 16:42:19.603608605+00:00;re5;17
51147;499;PF;C;2025-10-15 16:43:57.866557202+00:00;re5;17
51148;499;PF;r;2025-10-15 16:59:26.726189615+00:00;re5;17
51149;499;PF;u;2025-10-15 16:51:52.683425342+00:00;re5;17
51150;499;Gestao;c;2025-10-15 16:22:05.953216530+00:00;re8;18
51151;499;Gestao;r;2025-10-15 16:32:29.833671641+00:00;re8;18
51152;499;Gestao;U;2025-10-15 17:04:45.730193563+00:00;re8;18
51153;499;Codigo;r;2025-10-15 17:02:03.927192268+00:00;re8;18
51154;499;Requisito;r;2025-10-15 15:57:27.371945189+00:00;re8;18
51155;499;PF;C;2025-10-15 17:22:04.522842654+00:00;re8;18
51156;499;PF;r;2025-10-15 17:35:28.080558889+00:00;re8;18
51157;499;PF;d;2025-10-15 16:55:41.501607200+00:00;re8;18
51158;499;Gestao;c;2025-10-15 15:13:38.919723724+00:00;re7;19
51159;499;Gestao;U;2025-10-15 15:04:54.995679243+00:00;re7;19
51160;499;Gestao;d;2025-10-15 14:46:47.269225995+00:00;re7;19
51161;499;Teste;r;2025-10-15 16:02:20.539195483+00:00;re7;19
51162;499;Gestao;c;2025-10-15 12:32:51.589232956+00:00;re5;20
51163;499;Gestao;r;2025-10-15 12:40:31.590913550+00:00;re5;20
51164;499;Gestao;U;2025-10-15 13:06:17.917697644+00:00;re5;20
51165;499;Gestao;d;2025-10-15 12:47:34.969173348+00:00;re5;20
51166;499;Codigo;r;2025-10-15 13:21:36.786154662+00:00;re5;20
51167;499;Requisito;r;2025-10-15 12:41:54.080264313+00:00;re5;20
51168;499;Requisito;U;2025-10-15 12:56:52.609023563+00:00;re5;20
51169;500;Gestao;c;2025-10-15 04:31:20.735044111+00:00;re2;1
51170;500;Gestao;U;2025-10-15 06:42:30.130717539+00:00;re2;1
51171;500;Gestao;d;2025-10-15 05:42:59.203700133+00:00;re2;1
51172;500;Codigo;r;2025-10-15 10:24:22.313238922+00:00;re2;1
51173;500;Requisito;C;2025-10-15 10:35:14.935937098+00:00;re2;1
51174;500;Requisito;r;2025-10-15 05:22:02.219170207+00:00;re2;1
51175;500;Requisito;u;2025-10-15 08:49:22.958191194+00:00;re2;1
51176;500;Requisito;d;2025-10-15 07:05:08.402575380+00:00;re2;1
51177;500;Gestao;U;2025-10-15 10:12:48.268910664+00:00;re1;2
51178;500;Gestao;d;2025-10-15 10:04:39.747467502+00:00;re1;2
51179;500;Codigo;r;2025-10-15 09:40:39.428427642+00:00;re1;2
51180;500;Requisito;r;2025-10-15 10:31:50.906686596+00:00;re1;2
51181;500;PF;C;2025-10-15 10:13:49.425984558+00:00;re1;2
51182;500;Gestao;c;2025-10-15 03:59:17.599167405+00:00;re14;3
51183;500;Gestao;U;2025-10-15 04:44:24.575977138+00:00;re14;3
51184;500;Codigo;r;2025-10-15 06:21:56.392052739+00:00;re14;3
51185;500;Requisito;r;2025-10-15 08:06:00.822235818+00:00;re14;3
51186;500;PF;C;2025-10-15 08:39:31.512967294+00:00;re14;3
51187;500;PF;r;2025-10-15 05:34:20.260387168+00:00;re14;3
51188;500;Gestao;c;2025-10-15 09:43:53.773621644+00:00;re14;4
51189;500;Gestao;r;2025-10-15 10:21:03.801405509+00:00;re14;4
51190;500;Gestao;U;2025-10-15 09:45:43.373811848+00:00;re14;4
51191;500;Gestao;c;2025-10-15 01:44:53.839386872+00:00;re2;5
51192;500;Gestao;r;2025-10-15 07:58:15.429475985+00:00;re2;5
51193;500;Gestao;U;2025-10-15 02:56:57.815872310+00:00;re2;5
51194;500;Codigo;C;2025-10-15 09:15:01.388833709+00:00;re2;5
51195;500;Codigo;u;2025-10-15 02:53:16.061886885+00:00;re2;5
51196;500;Codigo;d;2025-10-15 10:45:17.996931771+00:00;re2;5
