;case:concept:name;concept:tool;concept:operation;time:timestamp;concept:resource
29294;1040;Codigo;C;2025-04-19 05:52:23.708941800;re12
29295;1040;Codigo;r;2025-04-19 03:26:09.802300971;re12
29296;1040;Codigo;U;2025-04-19 03:26:09.802300971;re12
29297;1040;Codigo;d;2025-04-19 03:26:09.802300971;re12
29298;1040;Requisito;r;2025-04-19 03:26:09.802300971;re12
29299;1040;Teste;r;2025-04-19 03:26:09.802300971;re12
29300;1040;Codigo;r;2025-04-18 19:45:53.134182066;re13
29301;1040;Requisito;r;2025-04-18 19:45:53.134182066;re13
29302;1040;Requisito;U;2025-04-18 19:45:53.134182066;re13
29303;1040;Requisito;d;2025-04-18 19:45:53.134182066;re13
29304;1040;Teste;r;2025-04-18 19:45:53.134182066;re13
29305;1041;Requisito;C;2025-04-18 16:04:46.370509229;re11
29306;1041;Codigo;r;2025-04-18 17:13:06.839767278;re7
29307;1041;Requisito;r;2025-04-18 17:13:06.839767278;re7
29308;1041;Teste;C;2025-04-18 17:13:06.839767278;re7
29309;1041;Teste;r;2025-04-18 17:13:06.839767278;re7
29310;1041;Teste;u;2025-04-18 17:13:06.839767278;re7
29311;1041;Teste;d;2025-04-18 17:13:06.839767278;re7
29312;1041;Requisito;r;2025-04-18 14:23:20.119983346;re10
29313;1041;Teste;r;2025-04-18 14:23:20.119983346;re10
29314;1041;PF;C;2025-04-18 16:07:29.350198434;re10
29315;1041;Codigo;r;2025-04-18 21:42:06.106286789;re11
29316;1041;Requisito;r;2025-04-18 21:42:06.106286789;re11
29317;1041;Teste;r;2025-04-18 21:42:06.106286789;re11
29318;1041;Teste;u;2025-04-18 21:42:06.106286789;re11
29319;1041;Codigo;r;2025-04-18 23:59:53.089862235;re10
29320;1041;Requisito;r;2025-04-18 23:59:53.089862235;re10
29321;1041;Teste;r;2025-04-18 23:59:53.089862235;re10
29322;1041;Teste;u;2025-04-18 23:59:53.089862235;re10
29323;1041;Codigo;U;2025-04-18 20:28:18.476686305;re10
29324;1041;Codigo;C;2025-04-19 05:11:36.576586152;re10
29325;1041;Codigo;r;2025-04-19 05:11:36.576586152;re10
29326;1041;Codigo;u;2025-04-19 05:11:36.576586152;re10
29327;1041;Codigo;d;2025-04-19 05:11:36.576586152;re10
29328;1041;Requisito;r;2025-04-19 05:11:36.576586152;re10
29329;1041;Teste;r;2025-04-19 05:11:36.576586152;re10
29330;1041;Codigo;r;2025-04-18 14:05:39.628301423;re11
29331;1041;Requisito;r;2025-04-18 14:05:39.628301423;re11
29332;1041;Requisito;U;2025-04-18 14:05:39.628301423;re11
29333;1041;Requisito;d;2025-04-18 14:05:39.628301423;re11
29334;1041;Teste;r;2025-04-18 14:05:39.628301423;re11
29335;1042;Requisito;C;2025-04-18 14:31:31.383551220;re5
29336;1042;Codigo;r;2025-04-18 11:45:13.020433507;re5
29337;1042;Requisito;r;2025-04-18 11:45:13.020433507;re5
29338;1042;Teste;C;2025-04-18 11:45:13.020433507;re5
29339;1042;Teste;r;2025-04-18 11:45:13.020433507;re5
29340;1042;Teste;u;2025-04-18 11:45:13.020433507;re5
29341;1042;Teste;d;2025-04-18 11:45:13.020433507;re5
29342;1042;Requisito;r;2025-04-18 12:40:49.911031131;re5
29343;1042;Teste;r;2025-04-18 12:40:49.911031131;re5
29344;1042;PF;C;2025-04-18 12:42:25.053003918;re4
29345;1042;Codigo;r;2025-04-18 14:48:01.370673693;re2
29346;1042;Requisito;r;2025-04-18 14:48:01.370673693;re2
29347;1042;Teste;r;2025-04-18 14:48:01.370673693;re2
29348;1042;Teste;u;2025-04-18 14:48:01.370673693;re2
29349;1042;Codigo;r;2025-04-18 12:53:04.953310667;re5
29350;1042;Requisito;r;2025-04-18 12:53:04.953310667;re5
29351;1042;Teste;r;2025-04-18 12:53:04.953310667;re5
29352;1042;Teste;u;2025-04-18 12:53:04.953310667;re5
29353;1042;Codigo;C;2025-04-18 13:03:18.765302459;re2
29354;1042;Codigo;r;2025-04-18 17:45:20.393272790;re4
29355;1042;Codigo;U;2025-04-18 17:45:20.393272790;re4
29356;1042;Codigo;d;2025-04-18 17:45:20.393272790;re4
29357;1042;Requisito;r;2025-04-18 17:45:20.393272790;re4
29358;1042;Teste;r;2025-04-18 17:45:20.393272790;re4
29359;1042;Codigo;r;2025-04-18 09:46:10.448453041;re4
29360;1042;Requisito;r;2025-04-18 09:46:10.448453041;re4
29361;1042;Requisito;U;2025-04-18 09:46:10.448453041;re4
29362;1042;Requisito;d;2025-04-18 09:46:10.448453041;re4
29363;1042;Teste;r;2025-04-18 09:46:10.448453041;re4
29364;1043;Requisito;C;2025-04-18 08:55:37.051456037;re4
29365;1043;Codigo;r;2025-04-18 17:24:43.497159653;re4
29366;1043;Requisito;r;2025-04-18 17:24:43.497159653;re4
29367;1043;Teste;C;2025-04-18 17:24:43.497159653;re4
29368;1043;Teste;r;2025-04-18 17:24:43.497159653;re4
29369;1043;Teste;u;2025-04-18 17:24:43.497159653;re4
29370;1043;Teste;d;2025-04-18 17:24:43.497159653;re4
29371;1043;Requisito;r;2025-04-18 06:34:04.589445036;re2
29372;1043;Teste;r;2025-04-18 06:34:04.589445036;re2
29373;1043;PF;C;2025-04-18 13:49:17.071625785;re2
29374;1043;Requisito;r;2025-04-18 08:37:24.583744205;re5
29375;1043;Teste;r;2025-04-18 08:37:24.583744205;re5
29376;1043;Codigo;r;2025-04-18 07:53:23.930651047;re4
29377;1043;Requisito;r;2025-04-18 07:53:23.930651047;re4
29378;1043;Teste;r;2025-04-18 07:53:23.930651047;re4
29379;1043;Teste;u;2025-04-18 07:53:23.930651047;re4
29380;1043;Codigo;C;2025-04-18 12:19:15.927803141;re5
29381;1043;Codigo;r;2025-04-19 09:16:46.101429616;re2
29382;1043;Codigo;U;2025-04-19 09:16:46.101429616;re2
29383;1043;Codigo;d;2025-04-19 09:16:46.101429616;re2
29384;1043;Requisito;r;2025-04-19 09:16:46.101429616;re2
29385;1043;Teste;r;2025-04-19 09:16:46.101429616;re2
29386;1043;Codigo;r;2025-04-18 05:01:18.005155791;re4
29387;1043;Requisito;r;2025-04-18 05:01:18.005155791;re4
29388;1043;Requisito;U;2025-04-18 05:01:18.005155791;re4
29389;1043;Requisito;d;2025-04-18 05:01:18.005155791;re4
29390;1043;Teste;r;2025-04-18 05:01:18.005155791;re4
29391;1044;Requisito;C;2025-04-18 04:30:48.402915348;re10
29392;1044;Codigo;r;2025-04-18 02:09:40.595588054;re10
29393;1044;Requisito;r;2025-04-18 02:09:40.595588054;re10
29394;1044;Teste;C;2025-04-18 02:09:40.595588054;re10
29395;1044;Teste;r;2025-04-18 02:09:40.595588054;re10
29396;1044;Teste;u;2025-04-18 02:09:40.595588054;re10
29397;1044;Teste;d;2025-04-18 02:09:40.595588054;re10
29398;1044;Requisito;r;2025-04-18 03:08:12.347487353;re10
29399;1044;PF;r;2025-04-18 03:08:12.347487353;re10
29400;1044;Teste;r;2025-04-18 03:08:12.347487353;re10
29401;1044;PF;C;2025-04-18 05:47:09.223191301;re7
29402;1044;Codigo;r;2025-04-18 03:35:26.371149039;re10
29403;1044;Requisito;r;2025-04-18 03:35:26.371149039;re10
29404;1044;Teste;r;2025-04-18 03:35:26.371149039;re10
29405;1044;Teste;u;2025-04-18 03:35:26.371149039;re10
29406;1044;Codigo;r;2025-04-18 03:53:41.466605423;re11
29407;1044;Requisito;r;2025-04-18 03:53:41.466605423;re11
29408;1044;Teste;r;2025-04-18 03:53:41.466605423;re11
29409;1044;Teste;u;2025-04-18 03:53:41.466605423;re11
29410;1044;Codigo;U;2025-04-18 19:14:53.493204293;re11
29411;1044;Codigo;C;2025-04-18 08:55:52.196047708;re7
29412;1044;Codigo;r;2025-04-18 08:55:52.196047708;re7
29413;1044;Codigo;u;2025-04-18 08:55:52.196047708;re7
29414;1044;Codigo;d;2025-04-18 08:55:52.196047708;re7
29415;1044;Requisito;r;2025-04-18 08:55:52.196047708;re7
29416;1044;Teste;r;2025-04-18 08:55:52.196047708;re7
29417;1044;Codigo;r;2025-04-18 02:24:37.472500479;re7
29418;1044;Requisito;r;2025-04-18 02:24:37.472500479;re7
29419;1044;Requisito;U;2025-04-18 02:24:37.472500479;re7
29420;1044;Requisito;d;2025-04-18 02:24:37.472500479;re7
29421;1044;Teste;r;2025-04-18 02:24:37.472500479;re7
29422;1045;Requisito;C;2025-04-17 23:05:53.452451000;re11
29423;1045;Codigo;r;2025-04-17 22:06:50.847554127;re10
29424;1045;Requisito;r;2025-04-17 22:06:50.847554127;re10
29425;1045;Teste;C;2025-04-17 22:06:50.847554127;re10
29426;1045;Teste;r;2025-04-17 22:06:50.847554127;re10
29427;1045;Teste;u;2025-04-17 22:06:50.847554127;re10
29428;1045;Teste;d;2025-04-17 22:06:50.847554127;re10
29429;1045;Codigo;r;2025-04-17 22:55:35.836634004;re11
29430;1045;Requisito;r;2025-04-17 22:55:35.836634004;re11
29431;1045;PF;C;2025-04-17 22:55:35.836634004;re11
29432;1045;PF;r;2025-04-17 22:55:35.836634004;re11
29433;1045;PF;u;2025-04-17 22:55:35.836634004;re11
29434;1045;PF;d;2025-04-17 22:55:35.836634004;re11
29435;1045;Codigo;r;2025-04-17 23:07:55.609182854;re7
29436;1045;Requisito;r;2025-04-17 23:07:55.609182854;re7
29437;1045;Teste;r;2025-04-17 23:07:55.609182854;re7
29438;1045;Teste;u;2025-04-17 23:07:55.609182854;re7
29439;1045;Codigo;r;2025-04-17 23:05:14.263457629;re10
29440;1045;Requisito;r;2025-04-17 23:05:14.263457629;re10
29441;1045;Teste;r;2025-04-17 23:05:14.263457629;re10
29442;1045;Teste;u;2025-04-17 23:05:14.263457629;re10
29443;1045;Codigo;U;2025-04-18 07:34:16.419828972;re10
29444;1045;Codigo;C;2025-04-19 03:02:53.001468826;re7
29445;1045;Codigo;r;2025-04-19 03:02:53.001468826;re7
29446;1045;Codigo;u;2025-04-19 03:02:53.001468826;re7
29447;1045;Codigo;d;2025-04-19 03:02:53.001468826;re7
29448;1045;Requisito;r;2025-04-19 03:02:53.001468826;re7
29449;1045;Teste;r;2025-04-19 03:02:53.001468826;re7
29450;1045;Codigo;r;2025-04-17 23:10:40.952224650;re10
29451;1045;Requisito;r;2025-04-17 23:10:40.952224650;re10
29452;1045;Requisito;U;2025-04-17 23:10:40.952224650;re10
29453;1045;Requisito;d;2025-04-17 23:10:40.952224650;re10
29454;1045;Teste;r;2025-04-17 23:10:40.952224650;re10
29455;1046;Requisito;C;2025-04-17 17:33:52.963174757;re7
29456;1046;Codigo;r;2025-04-17 18:30:03.794959947;re10
29457;1046;Requisito;r;2025-04-17 18:30:03.794959947;re10
29458;1046;Teste;C;2025-04-17 18:30:03.794959947;re10
29459;1046;Teste;r;2025-04-17 18:30:03.794959947;re10
29460;1046;Teste;u;2025-04-17 18:30:03.794959947;re10
29461;1046;Teste;d;2025-04-17 18:30:03.794959947;re10
29462;1046;Codigo;r;2025-04-17 20:35:53.628153397;re11
29463;1046;Requisito;r;2025-04-17 20:35:53.628153397;re11
29464;1046;PF;C;2025-04-17 20:35:53.628153397;re11
29465;1046;PF;r;2025-04-17 20:35:53.628153397;re11
29466;1046;PF;u;2025-04-17 20:35:53.628153397;re11
29467;1046;PF;d;2025-04-17 20:35:53.628153397;re11
29468;1046;Requisito;r;2025-04-17 19:17:53.148225035;re11
29469;1046;Teste;r;2025-04-17 19:17:53.148225035;re11
29470;1046;Codigo;r;2025-04-17 19:35:59.206114112;re7
29471;1046;Requisito;r;2025-04-17 19:35:59.206114112;re7
29472;1046;Teste;r;2025-04-17 19:35:59.206114112;re7
29473;1046;Teste;u;2025-04-17 19:35:59.206114112;re7
29474;1046;Codigo;U;2025-04-17 20:23:50.462426124;re10
29475;1046;Codigo;C;2025-04-18 19:06:04.694458875;re10
29476;1046;Codigo;r;2025-04-18 19:06:04.694458875;re10
29477;1046;Codigo;u;2025-04-18 19:06:04.694458875;re10
29478;1046;Codigo;d;2025-04-18 19:06:04.694458875;re10
29479;1046;Requisito;r;2025-04-18 19:06:04.694458875;re10
29480;1046;Teste;r;2025-04-18 19:06:04.694458875;re10
29481;1046;Codigo;r;2025-04-18 00:41:32.733173786;re10
29482;1046;Requisito;r;2025-04-18 00:41:32.733173786;re10
29483;1046;Requisito;U;2025-04-18 00:41:32.733173786;re10
29484;1046;Requisito;d;2025-04-18 00:41:32.733173786;re10
29485;1046;Teste;r;2025-04-18 00:41:32.733173786;re10
29486;1047;Requisito;C;2025-04-17 18:00:49.991122628;re6
29487;1047;Codigo;r;2025-04-17 19:08:59.384781289;re6
29488;1047;Requisito;r;2025-04-17 19:08:59.384781289;re6
29489;1047;Teste;C;2025-04-17 19:08:59.384781289;re6
29490;1047;Teste;r;2025-04-17 19:08:59.384781289;re6
29491;1047;Teste;u;2025-04-17 19:08:59.384781289;re6
29492;1047;Teste;d;2025-04-17 19:08:59.384781289;re6
29493;1047;PF;C;2025-04-17 15:00:20.461490965;re9
29494;1047;Requisito;r;2025-04-17 14:27:04.367272855;re9
29495;1047;Teste;r;2025-04-17 14:27:04.367272855;re9
29496;1047;Codigo;r;2025-04-17 19:23:56.157420829;re8
29497;1047;Requisito;r;2025-04-17 19:23:56.157420829;re8
29498;1047;Teste;r;2025-04-17 19:23:56.157420829;re8
29499;1047;Teste;u;2025-04-17 19:23:56.157420829;re8
29500;1047;Codigo;r;2025-04-17 15:40:10.900640724;re8
29501;1047;Requisito;r;2025-04-17 15:40:10.900640724;re8
29502;1047;Teste;r;2025-04-17 15:40:10.900640724;re8
29503;1047;Teste;u;2025-04-17 15:40:10.900640724;re8
29504;1047;Codigo;U;2025-04-17 20:49:10.124486884;re7
29505;1047;Codigo;C;2025-04-17 17:58:16.654181451;re5
29506;1047;Codigo;r;2025-04-17 17:58:16.654181451;re5
29507;1047;Codigo;u;2025-04-17 17:58:16.654181451;re5
29508;1047;Codigo;d;2025-04-17 17:58:16.654181451;re5
29509;1047;Requisito;r;2025-04-17 17:58:16.654181451;re5
29510;1047;Teste;r;2025-04-17 17:58:16.654181451;re5
29511;1047;Codigo;r;2025-04-17 23:00:06.333513761;re7
29512;1047;Requisito;r;2025-04-17 23:00:06.333513761;re7
29513;1047;Requisito;U;2025-04-17 23:00:06.333513761;re7
29514;1047;Requisito;d;2025-04-17 23:00:06.333513761;re7
29515;1047;Teste;r;2025-04-17 23:00:06.333513761;re7
29516;1048;Requisito;C;2025-04-17 13:28:57.957684493;re7
29517;1048;Codigo;r;2025-04-17 13:14:01.583411747;re7
29518;1048;Requisito;r;2025-04-17 13:14:01.583411747;re7
29519;1048;Teste;C;2025-04-17 13:14:01.583411747;re7
29520;1048;Teste;r;2025-04-17 13:14:01.583411747;re7
29521;1048;Teste;u;2025-04-17 13:14:01.583411747;re7
29522;1048;Teste;d;2025-04-17 13:14:01.583411747;re7
29523;1048;PF;C;2025-04-17 09:49:58.912204389;re10
29524;1048;Requisito;r;2025-04-17 10:42:55.607024017;re7
29525;1048;Teste;r;2025-04-17 10:42:55.607024017;re7
29526;1048;Codigo;r;2025-04-17 13:19:08.626463356;re10
29527;1048;Requisito;r;2025-04-17 13:19:08.626463356;re10
29528;1048;Teste;r;2025-04-17 13:19:08.626463356;re10
29529;1048;Teste;u;2025-04-17 13:19:08.626463356;re10
29530;1048;Codigo;r;2025-04-17 17:36:06.838489701;re11
29531;1048;Requisito;r;2025-04-17 17:36:06.838489701;re11
29532;1048;Teste;r;2025-04-17 17:36:06.838489701;re11
29533;1048;Teste;u;2025-04-17 17:36:06.838489701;re11
29534;1048;Codigo;C;2025-04-17 19:42:01.792303451;re10
29535;1048;Codigo;r;2025-04-17 15:49:48.113166592;re10
29536;1048;Codigo;U;2025-04-17 15:49:48.113166592;re10
29537;1048;Codigo;d;2025-04-17 15:49:48.113166592;re10
29538;1048;Requisito;r;2025-04-17 15:49:48.113166592;re10
29539;1048;Teste;r;2025-04-17 15:49:48.113166592;re10
29540;1048;Codigo;r;2025-04-17 09:32:38.772487843;re7
29541;1048;Requisito;r;2025-04-17 09:32:38.772487843;re7
29542;1048;Requisito;U;2025-04-17 09:32:38.772487843;re7
29543;1048;Requisito;d;2025-04-17 09:32:38.772487843;re7
29544;1048;Teste;r;2025-04-17 09:32:38.772487843;re7
29545;1049;Requisito;C;2025-04-17 17:28:09.431166312;re2
29546;1049;Codigo;r;2025-04-17 12:03:25.556744834;re1
29547;1049;Requisito;r;2025-04-17 12:03:25.556744834;re1
29548;1049;Teste;C;2025-04-17 12:03:25.556744834;re1
29549;1049;Teste;r;2025-04-17 12:03:25.556744834;re1
29550;1049;Teste;u;2025-04-17 12:03:25.556744834;re1
29551;1049;Teste;d;2025-04-17 12:03:25.556744834;re1
29552;1049;PF;C;2025-04-17 05:39:14.699928209;re4
29553;1049;Requisito;r;2025-04-17 08:18:42.731600448;re2
29554;1049;Teste;r;2025-04-17 08:18:42.731600448;re2
29555;1049;Requisito;r;2025-04-17 07:11:33.913504129;re4
29556;1049;Teste;r;2025-04-17 07:11:33.913504129;re4
29557;1049;Codigo;r;2025-04-17 08:43:20.231786925;re2
29558;1049;Requisito;r;2025-04-17 08:43:20.231786925;re2
29559;1049;Teste;r;2025-04-17 08:43:20.231786925;re2
29560;1049;Teste;u;2025-04-17 08:43:20.231786925;re2
29561;1049;Codigo;C;2025-04-17 08:56:20.193171336;re2
29562;1049;Codigo;r;2025-04-17 13:07:11.738239207;re1
29563;1049;Codigo;U;2025-04-17 13:07:11.738239207;re1
29564;1049;Codigo;d;2025-04-17 13:07:11.738239207;re1
29565;1049;Requisito;r;2025-04-17 13:07:11.738239207;re1
29566;1049;Teste;r;2025-04-17 13:07:11.738239207;re1
29567;1049;Codigo;r;2025-04-17 05:03:59.724719270;re1
29568;1049;Requisito;r;2025-04-17 05:03:59.724719270;re1
29569;1049;Requisito;U;2025-04-17 05:03:59.724719270;re1
29570;1049;Requisito;d;2025-04-17 05:03:59.724719270;re1
29571;1049;Teste;r;2025-04-17 05:03:59.724719270;re1
29572;1050;Requisito;C;2025-04-17 06:31:15.510583628;re7
29573;1050;Codigo;r;2025-04-17 03:42:31.492756960;re7
29574;1050;Requisito;r;2025-04-17 03:42:31.492756960;re7
29575;1050;Teste;C;2025-04-17 03:42:31.492756960;re7
29576;1050;Teste;r;2025-04-17 03:42:31.492756960;re7
29577;1050;Teste;u;2025-04-17 03:42:31.492756960;re7
29578;1050;Teste;d;2025-04-17 03:42:31.492756960;re7
29579;1050;PF;C;2025-04-17 02:38:24.764629668;re10
29580;1050;Requisito;r;2025-04-17 03:02:35.326741071;re10
29581;1050;Teste;r;2025-04-17 03:02:35.326741071;re10
29582;1050;Requisito;r;2025-04-17 04:45:24.012768339;re10
29583;1050;Teste;r;2025-04-17 04:45:24.012768339;re10
29584;1050;Codigo;r;2025-04-17 04:58:05.213191730;re7
29585;1050;Requisito;r;2025-04-17 04:58:05.213191730;re7
29586;1050;Teste;r;2025-04-17 04:58:05.213191730;re7
29587;1050;Teste;u;2025-04-17 04:58:05.213191730;re7
29588;1050;Codigo;U;2025-04-17 15:08:42.063583569;re10
29589;1050;Codigo;C;2025-04-17 06:15:57.708644057;re11
29590;1050;Codigo;r;2025-04-17 06:15:57.708644057;re11
29591;1050;Codigo;u;2025-04-17 06:15:57.708644057;re11
29592;1050;Codigo;d;2025-04-17 06:15:57.708644057;re11
29593;1050;Requisito;r;2025-04-17 06:15:57.708644057;re11
29594;1050;Teste;r;2025-04-17 06:15:57.708644057;re11
29595;1050;Codigo;r;2025-04-17 03:04:59.128289171;re7
29596;1050;Requisito;r;2025-04-17 03:04:59.128289171;re7
29597;1050;Requisito;U;2025-04-17 03:04:59.128289171;re7
29598;1050;Requisito;d;2025-04-17 03:04:59.128289171;re7
29599;1050;Teste;r;2025-04-17 03:04:59.128289171;re7
29600;1051;Requisito;C;2025-04-17 02:18:26.832011976;re12
29601;1051;Codigo;r;2025-04-16 22:39:50.714227937;re13
29602;1051;Requisito;r;2025-04-16 22:39:50.714227937;re13
29603;1051;Teste;C;2025-04-16 22:39:50.714227937;re13
29604;1051;Teste;r;2025-04-16 22:39:50.714227937;re13
29605;1051;Teste;u;2025-04-16 22:39:50.714227937;re13
29606;1051;Teste;d;2025-04-16 22:39:50.714227937;re13
29607;1051;Requisito;r;2025-04-16 23:20:12.648322326;re12
29608;1051;Teste;r;2025-04-16 23:20:12.648322326;re12
29609;1051;Codigo;U;2025-04-17 05:19:20.750188604;re13
29610;1051;Requisito;r;2025-04-16 23:09:08.092246757;re12
29611;1051;Teste;r;2025-04-16 23:09:08.092246757;re12
29612;1051;Codigo;r;2025-04-17 01:24:51.576366555;re13
29613;1051;Requisito;r;2025-04-17 01:24:51.576366555;re13
29614;1051;Teste;r;2025-04-17 01:24:51.576366555;re13
29615;1051;Teste;u;2025-04-17 01:24:51.576366555;re13
29616;1051;Codigo;C;2025-04-17 06:27:48.747514134;re13
29617;1051;PF;C;2025-04-17 04:27:15.435629993;re13
29618;1051;Codigo;r;2025-04-16 22:27:13.054445693;re13
29619;1051;Requisito;r;2025-04-16 22:27:13.054445693;re13
29620;1051;Requisito;U;2025-04-16 22:27:13.054445693;re13
29621;1051;Requisito;d;2025-04-16 22:27:13.054445693;re13
29622;1051;Teste;r;2025-04-16 22:27:13.054445693;re13
29623;1052;Requisito;C;2025-04-16 17:35:21.723062275;re12
29624;1052;Codigo;r;2025-04-17 04:07:34.035937092;re13
29625;1052;Requisito;r;2025-04-17 04:07:34.035937092;re13
29626;1052;Teste;C;2025-04-17 04:07:34.035937092;re13
29627;1052;Teste;r;2025-04-17 04:07:34.035937092;re13
29628;1052;Teste;u;2025-04-17 04:07:34.035937092;re13
29629;1052;Teste;d;2025-04-17 04:07:34.035937092;re13
29630;1052;Requisito;r;2025-04-16 18:45:26.297202955;re13
29631;1052;Teste;r;2025-04-16 18:45:26.297202955;re13
29632;1052;PF;C;2025-04-16 20:54:37.449487378;re13
29633;1052;Requisito;r;2025-04-16 18:28:51.280776336;re13
29634;1052;Teste;r;2025-04-16 18:28:51.280776336;re13
29635;1052;Codigo;r;2025-04-16 19:37:44.202910540;re13
29636;1052;Requisito;r;2025-04-16 19:37:44.202910540;re13
29637;1052;Teste;r;2025-04-16 19:37:44.202910540;re13
29638;1052;Teste;u;2025-04-16 19:37:44.202910540;re13
29639;1052;Codigo;U;2025-04-17 06:57:29.699954174;re12
29640;1052;Codigo;C;2025-04-17 04:13:32.281946802;re12
29641;1052;Codigo;r;2025-04-17 04:13:32.281946802;re12
29642;1052;Codigo;u;2025-04-17 04:13:32.281946802;re12
29643;1052;Codigo;d;2025-04-17 04:13:32.281946802;re12
29644;1052;Requisito;r;2025-04-17 04:13:32.281946802;re12
29645;1052;Teste;r;2025-04-17 04:13:32.281946802;re12
29646;1052;Codigo;r;2025-04-16 18:17:52.464157027;re13
29647;1052;Requisito;r;2025-04-16 18:17:52.464157027;re13
29648;1052;Requisito;U;2025-04-16 18:17:52.464157027;re13
29649;1052;Requisito;d;2025-04-16 18:17:52.464157027;re13
29650;1052;Teste;r;2025-04-16 18:17:52.464157027;re13
29651;1053;Requisito;C;2025-04-16 15:03:17.716243647;re13
29652;1053;Codigo;r;2025-04-16 16:16:12.855530078;re12
29653;1053;Requisito;r;2025-04-16 16:16:12.855530078;re12
29654;1053;Teste;C;2025-04-16 16:16:12.855530078;re12
29655;1053;Teste;r;2025-04-16 16:16:12.855530078;re12
29656;1053;Teste;u;2025-04-16 16:16:12.855530078;re12
29657;1053;Teste;d;2025-04-16 16:16:12.855530078;re12
29658;1053;Requisito;r;2025-04-16 15:02:53.936114353;re12
29659;1053;Teste;r;2025-04-16 15:02:53.936114353;re12
29660;1053;Codigo;U;2025-04-17 09:17:44.565439508;re12
29661;1053;Requisito;r;2025-04-16 18:43:58.384899889;re13
29662;1053;Teste;r;2025-04-16 18:43:58.384899889;re13
29663;1053;Codigo;r;2025-04-16 17:49:19.001407952;re12
29664;1053;Requisito;r;2025-04-16 17:49:19.001407952;re12
29665;1053;Teste;r;2025-04-16 17:49:19.001407952;re12
29666;1053;Teste;u;2025-04-16 17:49:19.001407952;re12
29667;1053;PF;C;2025-04-16 20:52:02.519992906;re12
29668;1053;Codigo;C;2025-04-18 05:54:02.754013310;re12
29669;1053;Codigo;r;2025-04-18 05:54:02.754013310;re12
29670;1053;Codigo;u;2025-04-18 05:54:02.754013310;re12
29671;1053;Codigo;d;2025-04-18 05:54:02.754013310;re12
29672;1053;Requisito;r;2025-04-18 05:54:02.754013310;re12
29673;1053;Teste;r;2025-04-18 05:54:02.754013310;re12
29674;1053;Codigo;r;2025-04-16 16:02:52.911142385;re13
29675;1053;Requisito;r;2025-04-16 16:02:52.911142385;re13
29676;1053;Requisito;U;2025-04-16 16:02:52.911142385;re13
29677;1053;Requisito;d;2025-04-16 16:02:52.911142385;re13
29678;1053;Teste;r;2025-04-16 16:02:52.911142385;re13
29679;1054;Requisito;C;2025-04-16 10:19:18.935340952;re1
29680;1054;Codigo;r;2025-04-16 20:53:38.628508656;re14
29681;1054;Requisito;r;2025-04-16 20:53:38.628508656;re14
29682;1054;Teste;C;2025-04-16 20:53:38.628508656;re14
29683;1054;Teste;r;2025-04-16 20:53:38.628508656;re14
29684;1054;Teste;u;2025-04-16 20:53:38.628508656;re14
29685;1054;Teste;d;2025-04-16 20:53:38.628508656;re14
29686;1054;Codigo;r;2025-04-16 11:59:51.343496186;re1
29687;1054;Requisito;r;2025-04-16 11:59:51.343496186;re1
29688;1054;PF;C;2025-04-16 11:59:51.343496186;re1
29689;1054;PF;r;2025-04-16 11:59:51.343496186;re1
29690;1054;PF;u;2025-04-16 11:59:51.343496186;re1
29691;1054;PF;d;2025-04-16 11:59:51.343496186;re1
29692;1054;Requisito;r;2025-04-16 11:05:58.503536781;re1
29693;1054;Teste;r;2025-04-16 11:05:58.503536781;re1
29694;1054;Codigo;r;2025-04-16 12:11:14.758423001;re14
29695;1054;Requisito;r;2025-04-16 12:11:14.758423001;re14
29696;1054;Teste;r;2025-04-16 12:11:14.758423001;re14
29697;1054;Teste;u;2025-04-16 12:11:14.758423001;re14
29698;1054;Codigo;C;2025-04-17 08:15:21.022731270;re14
29699;1054;Codigo;r;2025-04-16 15:05:00.856174702;re1
29700;1054;Codigo;U;2025-04-16 15:05:00.856174702;re1
29701;1054;Codigo;d;2025-04-16 15:05:00.856174702;re1
29702;1054;Requisito;r;2025-04-16 15:05:00.856174702;re1
29703;1054;Teste;r;2025-04-16 15:05:00.856174702;re1
29704;1054;Codigo;r;2025-04-16 11:34:17.176973306;re14
29705;1054;Requisito;r;2025-04-16 11:34:17.176973306;re14
29706;1054;Requisito;U;2025-04-16 11:34:17.176973306;re14
29707;1054;Requisito;d;2025-04-16 11:34:17.176973306;re14
29708;1054;Teste;r;2025-04-16 11:34:17.176973306;re14
29709;1055;Requisito;C;2025-04-16 15:02:56.324467135;re2
29710;1055;Codigo;r;2025-04-16 06:55:39.615037908;re3
29711;1055;Requisito;r;2025-04-16 06:55:39.615037908;re3
29712;1055;Teste;C;2025-04-16 06:55:39.615037908;re3
29713;1055;Teste;r;2025-04-16 06:55:39.615037908;re3
29714;1055;Teste;u;2025-04-16 06:55:39.615037908;re3
29715;1055;Teste;d;2025-04-16 06:55:39.615037908;re3
29716;1055;Codigo;r;2025-04-16 06:46:27.268682311;re2
29717;1055;Codigo;U;2025-04-16 06:46:27.268682311;re2
29718;1055;Codigo;d;2025-04-16 06:46:27.268682311;re2
29719;1055;Requisito;r;2025-04-16 06:46:27.268682311;re2
29720;1055;Teste;r;2025-04-16 06:46:27.268682311;re2
29721;1055;Codigo;C;2025-04-16 17:42:37.161011657;re1
29722;1055;Requisito;r;2025-04-16 06:44:49.821891527;re4
